review,sentiment
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"and shot in Vancouver with the 'mountains' of the low country of South Carolina visible in the background. For heaven's sake, they should have reset the location. There are no coastal mountains in South Carolina. Period.<br /><br />Lame visuals. They should have been beautiful. And the story limped along.<br /><br />I really don't understand why it was such a hit as a book, although I have to admit it's one I haven't read as yet. Usually I read the book and give the film a miss. There was nothing in this movie that made me want to buy the book, or even borrow it from the library.<br /><br />Verdict: The Mermaid Chair seemed pretty shallow to moi.",negative
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",positive
"I was excited to discover this late sixties comedy staring some of my favorite people - Maggie Smith, a very young Bob Newhart and, of course, Peter Ustinov. My disappointment was thus compounded to discover the film doesn't work as either a comedy or a perfect heist film. Ustinov plays a small time crook just out of prison who sets his sites on a large American corporation based in London. Bluffing his way past dimwitted CEO Karl Malden and tech geek Newhart, Ustinov passes himself off as a computer expert and immediately plans the 'perfect heist' part of the film. To do this he needs to get passed a tamper proof security system that guards the corporation mainframe. And here is problem one. His perfect plan only works because everyone else in the film is remarkably trusting and stupid. His lame excuses are taken at face value and this must be the only computer center anywhere not to bother with video cameras. The second problem is the heist (fraud really) happens within the first 30 minutes of the film robbing the rest of the picture of much in way of dramatic tension. Maggie Smith is sadly miscast as Ustinov's ditsy next door neighbor/secretary who just can't keep a job. I love Maggie Smith but she just seems too together here, too composed, the part called for more of a wacky, physical comedian. Furthermore, Ustinov and Smith have no chemistry together, maybe it's the age difference, but the later romantic relationship, as devoid of actual romance as it is, still comes off a little creepy. Ustinov co-wrote the script, and it was thought well of at the time, but I found it unfunny, meandering and a sad waste of a great cast.",negative
"Largely dense road movie with some comic relief provided by the excellent John Cleese (although he is really sending up his performance in Fawlty Towers). Seems to flip from over the top slapstick to slushy sentimentality at the drop of a hat, and the worst part of the film is that Martin and Hawn have to ""find themselves"", who they are, etc. See it at your peril.",negative
"I was really disappointed by this movie. Great actors in it, and potentially a great plot, but it just seemed to limp along.<br /><br />Charlize Theron was masterful in her role and beautiful, but it seemed like 90% of her on-screen work was in car chases done with Austin Minis. Product placement gone wrong, so very wrong.<br /><br />The direction seemed off, too. Edward Norton is the bad guy, and it was so obvious right from the start. Every time the camera would pass over him, it would linger too long and Norton would grimace or something. C'mon, Hollywood, give us a little credit! It's okay to surprise us with a plot twist without having to telegraph it.<br /><br />Sorry, but this movie was just below average. I have always been one to appreciate the work and talent that goes into a movie, but this one just didn't have it.",negative
"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.<br /><br />Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.<br /><br />It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.<br /><br />Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.<br /><br />*** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy.",positive
"Wow! An amazing, lost piece of Australiana AND a lost 70s glam-rock film rolled into one. This film warrants viewing simply to see what can be done with next to no budget but a lot of enthusiasm. As a retelling of the Oz story, the film borders on becoming too obvious but it is saved by it's eccentricities. The chance for a glimpse at how glam rock manifested in Australia will delight fans of the genre. This film used to be double featured with the Rocky Horror Picture Show, an indicator of the type of film that Oz is. While not as frivolous or well constructed as RHPS it's hard not to have fun with Oz.<br /><br />Surprisingly, Oz has aged well- perhaps a by-product of how determinedly set in the real Australia of 1976 it is. The passage of history shows that many of the ideas being explored would eventually enter the mainstream. The willingness of the film to give prominence to gay characters is notable, especially as it dates to the 'revolution' period for the Australian gay rights push.<br /><br />The performances range from flinchingly amateur to finely nuanced brilliance. The direction is lacking in subtlety and much of the dialogue may have benefited from an extra draft or two. Somehow, these flaws add to the appeal of the film which is mercifully unpretentious. Much like Australia in the 1970s this film has a certain naive charm.<br /><br />There are several connections to the original Australian stagings of the Rocky Horror Show which will keep obsessives on their toes.<br /><br />Oz is most certainly a minor classic and a potential cult favourite worthy of review. Laugh at the atrocious 70s fashion, swing along with the AusRock soundtrack, leave ANY expectations at the door and Oz is likely to delight.",positive
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />When I first started to watch this movie my expectations were it was a vampire movie, that is going to be awesome considering how Rodriguez and Tarantino both helped make the film. I began about 15 minutes into it and already my hopes for this movie were down the drain, which shocked me. First, the story it was going with was not at all appealing in anyway possible, and just flat out boring and uncompelling to the point where I just wanted to turn it off. I was getting more frustrated with this movie as it dragged on, but I guess I had hopes that it would get better.... then when it finally showed vampires it BLEW MY MIND, in a VERY bad way. I thought,""Okay this movie started with some backwash horrible story about these two criminals, then VERY slowly turned into some vampire movie which I thought it was going to be from the beginning, in like, the last 30 minutes?"" To add on to that, they try to make the main characters all cool and awesome and mean around the end when they're just not; A bunny would've been more intimidating than these characters! This movie is a horrible piece of crap!!! From Dusk Till dawn disgraced me and left a terrible taste in my mouth, disheartening thoughts in my head, and left my body unable to move from the horrible shock that I just wasted 108 minutes of my life away on a horrendous film. I do not understand how George Clooney, Quentin Tarintino, Cheech Marin and Danny Trejo, all being the good and honorable actors that they are, could take part in this useless filth. In my opinion, From Dusk Till Dawn is one of the worst movies ever made that I have suffered my eyes on. Do not see it, you'll be doing yourelf a GREAT favor...",negative
"I've enjoyed this movie ever since I first saw it in the theatre. Some movies have a cast of characters and a script that come together in perfect synergy, and this is one of them. The characters illustrate some truths about getting the best out of people, working together harmoniously, building a team and achieving goals, without ever preaching morality. The situations are crafted well and are consistent with the movie's opening premise. The tension builds nicely and the humor is clean and consistent throughout. The movie manages to pull me right in to root for the characters, and to laugh pretty well all the way through. This is a feel good movie as good as they come.<br /><br />What amazes me is that a movie which appears so simple can be so long term entertaining. The music is a perfect copy of music in the typical serious post war navy movies, which helps to create the humor and point out that greatness is in the eye of the beholder. The scenes in the credits are a great music video of ""In the Navy"", which deserve their own full screen special feature. The scenes and cuts are crafted well, and the casting and acting is right on.<br /><br />This movie is a classic as great as any ever made, without any pretensions. In fact, the lack of pretension is what makes it so much fun to watch. I love these guys and gal.<br /><br />The other day I thought of the film, and wondered whether it was available on DVD. Good fortune has come to us, and the DVD came out in May 2004. I headed to the store, and snapped up a copy. Then my wife and I enjoyed another hilarious night in front of the big screen. I've rated this movie as a 10 because it comes together on all levels, far better than many high budget films and Oscar winners. This is entertainment.<br /><br />Listen up Fox home video: you have a great movie in your vaults, and it's a shame to find a cheap shot DVD with badly degraded off tint colors only 8 years since release. So why not restore the colors and present the film as it was meant to be seen? I'd gladly pay a few bucks more to get the picture right. I'm grateful to have my own copy. Now give us the eye candy that the film deserves, and how about recreating the credit sequence as a full screen music video special feature.",positive
"For those who have enjoyed the Asterix books and films, you'll LOVE this film! Yes, I will admit that it does mix some of the books and films, but the characters are brilliant and it's not just people showing off their CGI left, right and centre. I've already seen it several times and laughed my socks off at it.<br /><br />Of course it contains the main heroes Asterix (Astérix), Obelix (Obélix) and Dogmatix (Idéfix), but this time they have someone new to... deal with.<br /><br />With a sense of humour like that, the Gauls will go on and on and on. Bless 'em.",positive
"Diego Armando Maradona was, and still remains as the best football player, the game has offered. Not just an athlete, but an artist. This documetary if the 1986 World Cup will forever live in the memories of every football fan around the world. Because of his tremendous and unbelievable goal, which he scored against my own country(england). There's absolutely no point of diminishing this star. Although I dont undersand spanish, I can appreciate the argentine narrator. He actually cries of happiness, and can barely express his emotion..... Anything I wrote can be senseless and difficult to comprehend, but readers.....you have to watch this to know what I mean.",positive
"OK, so in any Wile E. Coyote-Road Runner cartoons, we know that WEC is going to set up all sorts of traps for RR, but always maim himself in various ways. That certainly happens in ""Beep, Beep"". Predictable? I guess that it is, but when you think about it, these cartoons show how the more you try to harm someone else, the more you get harmed; sort of like how Daffy Duck always tries to undermine Bugs Bunny's integrity but Bugs sees around it.<br /><br />Overall, this is another classic from the Termite Terrace crowd. Sometimes, I think that if we really had wanted to ease Cold War tensions, we could have just let the Soviet Union see Looney Tunes cartoons; I'm sure that they would have loved them. Another great one.<br /><br />PS: I learned on ""Jeopardy!"" that Wile E. Coyote's middle name is Ethelbert.",positive
"The US appear to run the UK police who all run around armed to the teeth and did you know that CID officers change into uniform when they stop work and go down the pub! This has got to be one of the most unrealistic films with the worst portrayal of ""real"" UK police that has ever been foisted on the unsuspecting public. I can see that Mr Snipes might have needed the money to pay his back tax bill but what the heck a good actor like Charles Dance was doing in it is a mystery.<br /><br />Worse than the worse low budget ""B"" film of the 50's. An hour and a half of suicide and time I will never get back.<br /><br />Avoid it like the veritable plague.",negative
"What a master piece. To take the cold war conflict and transport it to the future. This film is satire of the highest order. In my humble opinion it outranks Dr. Strangelove.<br /><br />The clever naming of the two superpowers, as the Confederation and the Market. Cons being commies and Market, The west! outstanding. The Clever use of gen Joxs, was ahead of its time. only are we really seeing the dangers of genetic engineering. Robot joxs tackled the issue head on in 1989.<br /><br />The message of this film is about the comradeship of the humble man and how it can overcome the wishes of government. This movies screams DON'T DO IT YOU FOOLS YOU'LL KILL US ALL.<br /><br />EXCELLENT 10/10",positive
"I'm not really sure how to even begin to describe how bad this movie is. I like bad films, as they are often the most entertaining. I love bad special effects, bad acting, bad music, and inept direction. With the exception of the music (which was better than I had expected), this movie had all of those qualities. <br /><br />The special effects were amazingly bad. The worst I've seen since my Nintendo 64. Some scenes to watch for include the Thunderchild, the woman being crushed by the mechanical foot, the Big Ben scene, the train wreck... Wow, there are so many bad effects! On the plus side, though, SOME scenes of the alien walkers are well done.<br /><br />The acting was about as bad as it could possibly have been, having been based directly on H.G. Wells' book. For having such good source material, it's almost as though the actors were trying to be so over-the-top as to make it funny. And then there's the mustache... the single most distracting piece of facial hair I've seen in a long time. Of course, only half the movie contains acting. The rest is characters walking around aimlessly and poorly rendered effects shots.<br /><br />To say that Timothy Hines is an inept director would be an injustice to inept directors. With the use of different colored filters between shots for no particular reason, the use of poorly rendered backgrounds for even inside scenes, the bad green screening, it's amazing to me how this man ever got approval to direct a movie. I wouldn't imagine it would be possible to turn a brilliant book into this bad a movie. Bravo, Mr. Hines. Bravo. <br /><br />My advice to anyone who plans to see this movie is to do what I did: have some friends who enjoy bad movies over, drink, play poker while watching it, keep drinking, and maybe you'll make it all the way through. It does make for an excellent bad movie, so have fun and laugh yourself silly with this disaster.",negative
"This happens to be one of my favorite horror films. It's a rich, classy production boasting an excellent cast of ensemble actors, beautiful on-location cinematography, a haunting musical score, an intelligent and novel plot theme, and an atmosphere of dread and menace. It's reminiscent of such classic films as ROSEMARY'S BABY and THE SHINING, wherein young, vulnerable women find themselves victimized by supernatural forces in old, creepy buildings with a macabre past. Here, CRISTINA RAINES plays a top New York City fashion model named Alison Parker. Her happy, outgoing exterior masks a deeply conflicted and troubled soul. This is evidenced by the revelation that in her past, she attempted suicide twice- once as a teenage girl after walking in on her degenerate father cavorting in bed with two women and having him rip a silver crucifix from her neck and toss it on the floor, and the second time, after her married lawyer-boyfriend's wife supposedly committed suicide over learning of their affair. Telling her beau(played by a suitably slimy CHRIS SARANDON) that she needs to live on her own for a year or so, she answers a newspaper ad for a fully-furnished, spacious one-bedroom apartment in an old Brooklyn Heights brownstone. This building actually exists and is located at 10 Montague Terrace right by the Brooklyn Heights Promenade off Remsen Street. The producers actually filmed inside the building and its apartments, paying the residents for their inconvenience, of course. The real estate agent, a Miss Logan(AVA GARDNER), seems to be very interested in having Alison take the apartment- an interest that cannot be solely explained by the 6% commission she would earn. Especially when she quickly drops the rental price from $500.00 a month to $400.00. Alison agrees and upon leaving the building with Miss Logan, notices an elderly man sitting and apparently staring at her from the top-floor window. Miss Logan identifies the man to her as Father Halliran and tells Alison that he's blind. Alison's response is very logical- ""Blind? Then what does he look at?"" After moving in, Alison meets some of the other residents in the building, including a lesbian couple played by SYLVIA MILES and BEVERLY D'ANGELO, who provide Alison with an uncomfortable welcome to the building. Alison's mental health and physical well-being soon start to deteriorate and she is plagued by splitting headaches and fainting spells. When she relays her concerns to Miss Logan about her sleep being disturbed on a nightly basis by clanging metal and loud footsteps coming from the apartment directly over her, she is dumbstruck to learn that apart from the blind priest and now herself, no one has lived in that building for the last three years. Summoning the courage one night to confront her nocturnal tormentor, she arms herself with a butcher knife and a flashlight and enters the apartment upstairs. She is confronted by the cancer-riddled specter of her dead father and uses the knife on him in self-defense when he comes after her. The police investigate and find no sign of violence in that apartment- no corpse, no blood, nothing. Yet Alison fled the building and collapsed in the street, covered in blood- her own, as it turns out. But there's nary a mark on her. What Alison doesn't realize until the film's denouement is that her being in that brownstone has a purpose. She was put there for a reason- a reason whose origin dates back to the Biblical story of the Garden of Eden and of the angel Uriel who was posted at its entrance to guard it from the Devil. She is being unknowingly primed and prepped by the Catholic Church to assume a most important role- one that will guarantee that her soul, which is damned for her two suicide attempts, can be saved. At the same time, the ""invisible"" neighbors, who turn out to be more than just quirky oddballs, have a different agenda in mind for her. This is a competent and intelligently done film and one that surprisingly portrays the Church and its representatives in a mostly sympathetic light.",positive
"This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with being out west; so they hire a drunk wagon master(John Candy)to lead them back east. Sight gags were just not funny enough to carry this one. And Richard Lewis gets on your nerves very quickly; but then I honestly don't like him at anything he does. Ed Lauter is hilarious as the bumbling villain.<br /><br />The movie was dedicated to Candy. He died from a massive heart attack ten days before the movie was completed. A stand in and digital enhancement enabled Candy's character to be seen in the final scenes. Candy was a very good comedian and gave us some real good knee slapping, belly laughs in his career. This movie was just not the caliber of his best.<br /><br />Also in the film, you will recognize: William Sanderson, Gailard Sartain, Ethan Phillips, Ellen Greene and Rodney A. Grant.",negative
"""I haven't laughed this hard since granny got caught in the wringer,"" says one of the potheads in this hilarious quasi-spoof of all those Val Lewton and George A. Romero walking-dead movies we have come to love (or loath, depending on your personal taste) through the years. <br /><br />In this story, a young actor pair play a ghoulish prank on the rest of their troupe after, one spooky night, they visit a cemetery island. Their artistic director, Alan, pretends to bring the dead back to life by conducting a highly stylized ritual.<br /><br />Way too much screen time is misspent; the amateur dialog includes lame witticisms, melodrama and other kinds of unnecessary filler commentaries (And can't Alan stop that irritating laughter... way too much!). Once the action kicks in (which comes close to the end of this film), it's worth the wait. <br /><br />I saw this one on a late-night, local station television program that ran films very much like this one... only this one scared me at the age of 13... but then again, you might laugh your way through it, until the bitter end... ...which is probably the reason, nowadays, why very few people still wear striped hip-huggers.",negative
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"This movie was an attempt to go into places most don't and perhaps shouldn't venture into. It was a similar trial at the bizarre, head-case perspective given to us in The Cell, although not near as in-depth and well portrayed. The plot is constructed simply with an initial campy feel to it. Then, as the movie takes its supposed ""dramatic"" turn, the plot falls apart on what few legs it had to stand on in the first place. <br /><br />Basically the idea is that of a kid (Chris McKenna) who needs money. He takes on the role of a hit man, killing a city accountant. Then he doesn't get paid for his work but instead gets tortured for several days because he dreamed up the ""brilliant"" idea of trying to use a backup file he had as leverage for payment. This idiotic move at trying to force them to pay him backfires as he is horribly and endlessly abused. He begins to go crazy (some very disturbing scenes). Then, thinking he has paid for his sins and can start over, he visits the wife (Kari Wuhrer) of the man who he killed and wins her affections. Soon after she discovers who he is, tragedy strikes, and revenge sweeps through the air as the boy goes after his torturers (Daniel Baldwin, George Wendt, Vernon Wells) for their previous ""kindness"".<br /><br />I got to ask though, what is it with Kari Wuhrer and horror/gore type films?<br /><br />It seems everything she has put out lately has been in this genre. Granted, I liked her in ""Eight-Legged Freaks"" and she was okay in ""Anaconda"". But despite all her obvious cuteness and allure (wow, she's hot!), she can act much better and chose better roles. Or maybe, I'm wrong and that is just a misconception. For all you guys out there, you get to see the ""fully monty"" of her in this film, although it's rather bizarre and short-lived. I almost felt like she did some soft-porn after watching this film (something not foreign to Kari's career). The sex-simulation is such that it has to make you wonder what things really go on during filming. <br /><br />Anyway, I will say there is some good acting. Just don't expect much of it from Daniel Balwin, whose career seems forever destined to second his brother Alex's. The film did bring out a few old greats though, George Wendt (Norm from Cheers) and Vernon Wells (Commando, Weird Science). Above all, Chris McKenna does the best job in playing the main character, Sean Crawley. His little acting experience and yet his believable nature as a naive youth, bring some elements of substance to the film. <br /><br />I wouldn't go out of my way for this one. If you're bored and are tired of the same old episodes of ""The Hitchhiker"", then I might advise watching this.<br /><br />And Kari, please start acting in some better films!",negative
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",positive
"As the film opens, two thugs kill another thug. When the body is discovered and about to be autopsied, the doctor realizes that although the man was shot dead, he was also suffering from the Pneumonic plague--a very nasty and more virulent version of the Bubonic plague! So, it's a race against time to find those who came in contact with the dead man and treat them immediately, otherwise a disaster could erupt.<br /><br />Oddly, I actually know quite a bit about the Pneumonic plague, as I taught a series of lectures on it for my history classes. The film really did not do a good job of getting the facts right about the disease in that it looked little like what the people had in the movie. The biggest problem is that this illness is so incredibly grotesque that in 1950 they really wouldn't have been allowed to show it. Sure, there is high fever and coughing (they got this right) but also lots of bleeding and explosive vomiting of blackened blood--along with the enormously swollen lymph nodes like you'd get with the Bubonic plague--all purply and gross! I can certainly understand why they didn't go this far. Also, I am sure that the federal government would have had a much, much greater involvement in controlling and treating the disease--here in the film it was handled on a very local level and everyone seemed ill-prepared and a bit dumb. No one seemed willing to believe the doctors!! As for the acting, the film had some excellent actors here. Richard Widmark and Paul Douglas are, respectively, the public health doctor and police chief. Good actors but also known actors back in 1950. However, in his first film is the very menacing Jack Palance (still going by his original moniker, 'Walter Jack Palance') as well as the relatively unknown (at the time) Zero Mostel. Palance was great--very scary and very physically adept in his own stunts. Mostel played a heavy typical of his early work--a greasy and cowardly sort of evil.<br /><br />Overall, despite really not getting the details right and wrapping everything up a little too neatly, the film is very tense and has excellent acting--and is well worth seeing.",positive
"I was excited at the concept of my favorite comic book hero being on television... and sorely disappointed at the end result.<br /><br />The only ""amazing"" thing was the wall crawling (despite the visibility of the cable). I didn't think Nick Hammond was Peter Parker... and he was visibly of a different build than the guy who did the stunts in the spider suit. You could tell they were two different actors.<br /><br />Granted, I can also spot in the modern Spider-Man movies when I am looking at Tobey Macguire and when I am looking at CGI. But that is from a trained eye and experience working with CGI. Still, the 70's version could have been better despite lack of Special FX.<br /><br />The webs were hokey and looked like ropes that seemed to wrap around things rather than stick to them. And what was up with giving him a spider mobile to ride around in. Hello? He's the web slinger people.<br /><br />Sorry... didn't mean to get so worked up, but our beloved wall crawler deserved better.",negative
"It is easy for a movie that tries to be suspenseful to wind up being merely uninteresting. It happens quite often. Not only is Dark Harbor uninteresting, but it is very poorly done. Scene after scene is tacked on to an otherwise overdone premise. A troubled couple picks up a troubled stranger only to find more trouble.<br /><br />Some movies build tension by building the story. Dark Harbor keeps adding on to its story but never building upon it. I was hoping that like other movies, the suspense would finally explode. It never does. Also, the characters have no continuity from scene to scene. They may act one way in one scene, but then act a completely different way in another scene. At first, you think that they are merely out of character, but by the end you realize that they are not really characters at all. They are just props for the final twist. The final ten minutes try to be shocking. Instead, it's rather lame and uninteresting. The only thing that was shocking to me was that the movie finally ended. At less than ninety minutes the movie still feels way too long.<br /><br />This isn't one of those low-budget gems. It's more like a counterfeit watch that breaks as soon as you take it home.",negative
"The first film had little ambition so nothing sticks to the screen. It was a bad version of 'Back to the Future' with zero charm. Once accepted that Bill & Ted are nitwits, the joke can only get hammered at the audience for so long before it breaks.<br /><br />This is a surprise. This is your only spoiler warning...<br /><br />By today's standards, this is more fun. This was shunned upon release, sad considering that more talent is involved than the first time. We get the photographer of 'Face/Off', the editor of 'Fugitive', a production designer from Burton's early work, and the sound designer of 'Matrix'.<br /><br />The writers made up for their shallow first outing with something deep. Since this was shunned by the fanbase and public, the director probably decided the style was too extreme. It's not, it fits the material. Like 'Death Becomes Her' and 'Catch-22', this dares to be smart, but we like our movies ""simple"" so we don't buy it. Probably since this dared to be different is why it took 12 producers to pull it off. What's so good?<br /><br />--Nice self-reference towards Keanu; from airhead to Messiah. See also Arnold Schwarzenegger.<br /><br />--Joss hates his creations as much as he hates their counterparts, he makes his own hatred. The Evil B&T and the ""good robot usses"" have the same vocabulary as their originals: lesser copies and depreciation of language.<br /><br />--The ""duality"" motif. Nowhere else is this evident than in the photography styles, lots of high and low angles. They even use Roy Brocksmith from 'Total Recall' to emphasize the point.<br /><br />--The ""choices"" motif. I don't know where this started in the genre (maybe 'Ghostbusters'), but it's used pretty well here. It even boils down to the 7 games against death--Battleship and Club.<br /><br />--Film self-reference, even present in the game against Death (Clue). This is smarter than Tarantino or Brooks. Notice the Premier magazine cover at the end: ""Bill and Ted: The Movie."" Ironic also how Death and Nomolos were villains in the 'Die Hard' and 'Lethal Weapon' sequels.<br /><br />I still have some minor nits, but nothing compared to the original. Music and film are different mediums so it makes no sense why many scripts revolve around the former--particularly in the teen market. Carlin is a great comedian, but in these movies he's wasted. Also, for all the daring this effort shows, even cracking gay jokes, they can't kill a cat?<br /><br />So, despite looking like a Nickelodeon production, this is incredibly interesting. From this movie we got Beavis and Butt-Head. ""We're in Heaven and we just mugged three people."" <br /><br />Final Analysis = = Midrange Material",positive
"Wimpy stuffed shirt Armand Louque (blandly played by veteran character actor Dean Jagger in a rare lead role) joins a group of researchers who want to find and destroy the secret technique of creating zombies. Armand falls for the lovely Claire Duval (fetching blonde Dorothy Stone), who uses the meek sap to get Armand's colleague Clifford Grayson (the hopelessly wooden Robert Noland) to marry her. Furious over being used and spurned by Claire, Armand uses his knowledge of voodoo to get revenge. Sound exciting? Well, it sure ain't. For starters, Victor Halperin's static (non)direction lets the meandering and uneventful talk-ridden story plod along at an excruciatingly slow pace. Worse yet, Halperin crucially fails to bring any tension, atmosphere and momentum to the hideously tedious proceedings. The mostly blah acting from a largely insipid cast doesn't help matters any; only George Cleveland as the hearty General Duval and E. Alyn Warren as the irascible Dr. Trevissant manage to enliven things a bit with their welcome and refreshing hammy histrionics. The drippy stock film library score, the painfully obvious stagebound sets, and the crude cinematography are pretty lousy and unimpressive as well. In fact, this feeble excuse for a fright feature is so crummy that not even the uncredited starkly staring eyes of the great Bela Lugosi can alleviate the brain-numbing boredom. A dismally dull dud.",negative
